from_community,from_id,to_community,to_id,crow_km,bike_reachable,bike_reachable_without_flying,n_options,n_options_with_bike,n_options_without_flying,boardings,modes,operators,journey_km,schedule_cautions,everyday_option_exists,recommended_summary,recommended_boardings,recommended_modes,recommended_operators,recommended_journey_km,recommended_schedule_cautions
Abbotsford,abbotsford,Thetis Island,thetis-island,102,TRUE,TRUE,11,11,11,7,bus; skytrain; ferry; local-bus; local-bus; local-bus; ferry,Mountain Man Mike's; TransLink; Hullo; BC Transit; BC Ferries,,limited,FALSE,"City bus, SkyTrain, ferry, city bus, city bus, city bus, then ferry.",7,local-bus; skytrain; ferry; local-bus; local-bus; local-bus; ferry,BC Transit; TransLink; Hullo; BC Ferries,,limited
Abbotsford,abbotsford,Tofino,tofino,263,TRUE,TRUE,10,7,7,4,bus; skytrain; ferry; carpool,Mountain Man Mike's; TransLink; Hullo; Poparide,,limited; on-demand,FALSE,"City bus, SkyTrain, ferry, then carpool.",4,local-bus; skytrain; ferry; carpool,BC Transit; TransLink; Hullo; Poparide,,on-demand
Abbotsford,abbotsford,Trail,trail,333,TRUE,TRUE,3,1,1,2,bus; local-bus,Mountain Man Mike's; BC Transit,439.9,limited,FALSE,"Coach bus, then city bus.",2,bus; local-bus,Mountain Man Mike's; BC Transit,439.9,limited
Abbotsford,abbotsford,Ucluelet,ucluelet,238,TRUE,TRUE,10,7,7,4,bus; skytrain; ferry; carpool,Mountain Man Mike's; TransLink; Hullo; Poparide,,limited; on-demand,FALSE,"City bus, SkyTrain, ferry, then carpool.",4,local-bus; skytrain; ferry; carpool,BC Transit; TransLink; Hullo; Poparide,,on-demand
Abbotsford,abbotsford,Vancouver,vancouver,65,TRUE,TRUE,5,5,5,1,bus,Ebus,66.3,,TRUE,"City bus, then SkyTrain.",2,local-bus; skytrain,BC Transit; TransLink,,
Abbotsford,abbotsford,Vanderhoof,vanderhoof,565,TRUE,TRUE,5,5,5,3,bus; bus; local-bus,Ebus; BC Transit,775.7,limited,FALSE,"Coach bus, coach bus, then city bus.",3,bus; bus; local-bus,Ebus; BC Transit,775.7,limited
Abbotsford,abbotsford,Vernon,vernon,255,TRUE,TRUE,5,5,4,2,bus; bus,Ebus,312.8,,TRUE,"Coach bus, city bus, then city bus.",3,bus; local-bus; local-bus,Ebus; BC Transit,313.4,
Abbotsford,abbotsford,Victoria,victoria,105,TRUE,TRUE,8,8,8,4,bus; skytrain; local-bus; bus,BC Transit; TransLink; Wilson's Transportation (BC Connector),,,TRUE,"City bus, SkyTrain, city bus, ferry, then city bus.",5,local-bus; skytrain; local-bus; ferry; local-bus,BC Transit; TransLink; BC Ferries,,
Abbotsford,abbotsford,West Kelowna,west-kelowna,210,TRUE,TRUE,1,1,1,1,bus,Ebus,254.6,,TRUE,"One coach bus, straight through.",1,bus,Ebus,254.6,
Abbotsford,abbotsford,West Vancouver,west-vancouver,69,TRUE,TRUE,9,9,9,2,bus; local-bus,Rider Express; TransLink,72.5,,TRUE,"Coach bus, then city bus.",2,bus; local-bus,Rider Express; TransLink,72.5,
Abbotsford,abbotsford,Whistler,whistler,128,TRUE,TRUE,6,6,6,3,bus; skytrain; bus,Mountain Man Mike's; TransLink; Whistler Shuttle,,limited,FALSE,"City bus, SkyTrain, then coach bus.",3,local-bus; skytrain; bus,BC Transit; TransLink; YVR Skylynx,,seasonal
Abbotsford,abbotsford,Williams Lake,williams-lake,343,TRUE,TRUE,1,1,1,2,bus; bus,Ebus,488.9,limited,FALSE,"Coach bus, then coach bus.",2,bus; bus,Ebus,488.9,limited
Alert Bay,alert-bay,Abbotsford,abbotsford,375,TRUE,FALSE,8,8,0,,,,,,,"Ferry, city bus, rental car, city bus, ferry, SkyTrain, then city bus.",7,ferry; local-bus; rental-car; local-bus; ferry; skytrain; local-bus,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island); Hullo; TransLink,,limited
Alert Bay,alert-bay,Armstrong,armstrong,547,TRUE,TRUE,9,9,2,6,ferry; local-bus; ferry; intercity-train; bus; bus,BC Ferries; BC Transit; VIA Rail; Ebus,1662.2,limited,FALSE,"Ferry, city bus, rental car, ferry, SkyTrain, coach bus, then coach bus.",7,ferry; local-bus; rental-car; ferry; skytrain; bus; bus,BC Ferries; BC Transit; Budget; Hullo; TransLink; Ebus,,limited
Alert Bay,alert-bay,Barkerville,barkerville,463,TRUE,TRUE,3,3,2,6,ferry; local-bus; ferry; intercity-train; bus; local-bus,BC Ferries; BC Transit; VIA Rail; Ebus,1257.5,limited,FALSE,"Ferry, city bus, ferry, train, coach bus, then city bus.",6,ferry; local-bus; ferry; intercity-train; bus; local-bus,BC Ferries; BC Transit; VIA Rail; Ebus,1257.5,limited
Alert Bay,alert-bay,Bella Bella,bella-bella,194,TRUE,TRUE,1,1,1,3,ferry; local-bus; ferry,BC Ferries; BC Transit,216.8,limited; seasonal,FALSE,"Ferry, city bus, then ferry.",3,ferry; local-bus; ferry,BC Ferries; BC Transit,216.8,limited; seasonal
Alert Bay,alert-bay,Bella Coola,bella-coola,199,TRUE,TRUE,2,2,1,3,ferry; local-bus; ferry,BC Ferries; BC Transit,317.3,limited; seasonal,FALSE,"Ferry, city bus, then ferry.",3,ferry; local-bus; ferry,BC Ferries; BC Transit,317.3,limited; seasonal
Alert Bay,alert-bay,Bowen Island,bowen-island,290,TRUE,FALSE,2,2,0,,,,,,,"Ferry, city bus, rental car, ferry, then ferry.",5,ferry; local-bus; rental-car; ferry; ferry,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island),410.2,limited
Alert Bay,alert-bay,Brentwood Bay,brentwood-bay,336,TRUE,FALSE,4,4,0,,,,,,,"Ferry, city bus, rental car, city bus, city bus, city bus, then city bus.",7,ferry; local-bus; rental-car; local-bus; local-bus; local-bus; local-bus,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island),501.0,limited
Alert Bay,alert-bay,Burnaby,burnaby,319,TRUE,FALSE,4,4,0,,,,,,,"Ferry, city bus, rental car, city bus, ferry, then SkyTrain.",6,ferry; local-bus; rental-car; local-bus; ferry; skytrain,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island); Hullo; TransLink,,limited
Alert Bay,alert-bay,Burns Lake,burns-lake,413,TRUE,TRUE,2,2,2,4,ferry; local-bus; ferry; intercity-train,BC Ferries; BC Transit; VIA Rail,885.1,limited,FALSE,"Ferry, city bus, ferry, then train.",4,ferry; local-bus; ferry; intercity-train,BC Ferries; BC Transit; VIA Rail,885.1,limited
Alert Bay,alert-bay,"Calgary, AB",calgary,904,TRUE,TRUE,7,7,1,6,ferry; local-bus; ferry; intercity-train; bus; bus,BC Ferries; BC Transit; VIA Rail; Ebus,2021.8,limited,FALSE,"Ferry, city bus, rental car, ferry, city bus, then coach bus.",6,ferry; local-bus; rental-car; ferry; local-bus; bus,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island); TransLink; Rider Express,1207.1,limited
Alert Bay,alert-bay,Campbell River,campbell-river,135,TRUE,FALSE,2,2,0,,,,,,,"Ferry, city bus, then rental car.",3,ferry; local-bus; rental-car,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island),235.3,limited
Alert Bay,alert-bay,Castlegar,castlegar,677,TRUE,TRUE,4,4,1,7,ferry; local-bus; ferry; intercity-train; intercity-train; skytrain; bus,BC Ferries; BC Transit; VIA Rail; TransLink; Mountain Man Mike's,,limited,FALSE,"Ferry, city bus, rental car, ferry, city bus, then coach bus.",6,ferry; local-bus; rental-car; ferry; local-bus; bus,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island); TransLink; Mountain Man Mike's,903.8,limited
Alert Bay,alert-bay,Chase,chase,511,TRUE,FALSE,5,5,0,,,,,,,"Ferry, city bus, rental car, ferry, city bus, then coach bus.",6,ferry; local-bus; rental-car; ferry; local-bus; bus,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island); TransLink; Rider Express,775.4,limited
Alert Bay,alert-bay,Chilliwack,chilliwack,391,TRUE,FALSE,7,7,0,,,,,,,"Ferry, city bus, rental car, city bus, ferry, SkyTrain, then city bus.",7,ferry; local-bus; rental-car; local-bus; ferry; skytrain; local-bus,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island); Hullo; TransLink,,limited
Alert Bay,alert-bay,Clearwater,clearwater,495,TRUE,TRUE,7,7,2,6,ferry; local-bus; ferry; intercity-train; bus; local-bus,BC Ferries; BC Transit; VIA Rail; Ebus,1657.9,limited,FALSE,"Ferry, city bus, rental car, ferry, city bus, coach bus, then city bus.",7,ferry; local-bus; rental-car; ferry; local-bus; bus; local-bus,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island); TransLink; Rider Express,843.0,limited
Alert Bay,alert-bay,Comox,comox,175,TRUE,FALSE,2,2,0,,,,,,,"Ferry, city bus, then rental car.",3,ferry; local-bus; rental-car,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island),269.9,limited
Alert Bay,alert-bay,Coquitlam,coquitlam,329,TRUE,FALSE,5,5,0,,,,,,,"Ferry, city bus, rental car, city bus, ferry, then SkyTrain.",6,ferry; local-bus; rental-car; local-bus; ferry; skytrain,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island); Hullo; TransLink,,limited
Alert Bay,alert-bay,Cortes Island,cortes-island,150,TRUE,FALSE,3,3,0,,,,,,,"Ferry, city bus, rental car, then water taxi.",4,ferry; local-bus; rental-car; water-taxi,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island); Qaya Way West Transportation,254.8,limited; seasonal
Alert Bay,alert-bay,Courtenay (Comox Valley),courtenay,175,TRUE,FALSE,2,2,0,,,,,,,"Ferry, city bus, then rental car.",3,ferry; local-bus; rental-car,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island),269.9,limited
Alert Bay,alert-bay,Cranbrook,cranbrook,807,TRUE,TRUE,7,7,1,7,ferry; local-bus; ferry; intercity-train; bus; bus; bus,BC Ferries; BC Transit; VIA Rail; Ebus; Mountain Man Mike's,2374.8,limited,FALSE,"Ferry, city bus, rental car, ferry, city bus, coach bus, then coach bus.",7,ferry; local-bus; rental-car; ferry; local-bus; bus; bus,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island); TransLink; Mountain Man Mike's,1098.5,limited
Alert Bay,alert-bay,Creston,creston,765,TRUE,TRUE,7,7,1,7,ferry; local-bus; ferry; intercity-train; bus; bus; bus,BC Ferries; BC Transit; VIA Rail; Ebus; Mountain Man Mike's,2446.8,limited,FALSE,"Ferry, city bus, rental car, ferry, city bus, coach bus, then coach bus.",7,ferry; local-bus; rental-car; ferry; local-bus; bus; bus,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island); TransLink; Mountain Man Mike's,1026.5,limited
Alert Bay,alert-bay,Cumberland,cumberland,173,TRUE,FALSE,2,2,0,,,,,,,"Ferry, city bus, rental car, city bus, then city bus.",5,ferry; local-bus; rental-car; local-bus; local-bus,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island),282.1,limited
Alert Bay,alert-bay,Delta,delta,322,TRUE,FALSE,6,6,0,,,,,,,"Ferry, city bus, rental car, city bus, ferry, SkyTrain, then city bus.",7,ferry; local-bus; rental-car; local-bus; ferry; skytrain; local-bus,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island); Hullo; TransLink,,limited
Alert Bay,alert-bay,Denman Island,denman-island,191,TRUE,FALSE,2,2,0,,,,,,,"Ferry, city bus, rental car, city bus, city bus, then ferry.",6,ferry; local-bus; rental-car; local-bus; local-bus; ferry,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island),295.8,limited
Alert Bay,alert-bay,Duncan (Cowichan Valley),duncan,308,TRUE,FALSE,3,3,0,,,,,,,"Ferry, city bus, rental car, city bus, then city bus.",5,ferry; local-bus; rental-car; local-bus; local-bus,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island),403.8,limited
Alert Bay,alert-bay,Enderby,enderby,550,TRUE,TRUE,10,10,2,6,ferry; local-bus; ferry; intercity-train; bus; bus,BC Ferries; BC Transit; VIA Rail; Ebus,1650.1,limited,FALSE,"Ferry, city bus, rental car, ferry, SkyTrain, coach bus, then coach bus.",7,ferry; local-bus; rental-car; ferry; skytrain; bus; bus,BC Ferries; BC Transit; Budget; Hullo; TransLink; Ebus,,limited
Alert Bay,alert-bay,Fernie,fernie,855,TRUE,FALSE,6,6,0,,,,,,,"Ferry, city bus, rental car, ferry, city bus, coach bus, then coach bus.",7,ferry; local-bus; rental-car; ferry; local-bus; bus; bus,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island); TransLink; Mountain Man Mike's,1148.1,limited
Alert Bay,alert-bay,Field,field,736,TRUE,TRUE,7,7,1,6,ferry; local-bus; ferry; intercity-train; bus; bus,BC Ferries; BC Transit; VIA Rail; Ebus; Rider Express,1841.7,limited,FALSE,"Ferry, city bus, rental car, ferry, city bus, then coach bus.",6,ferry; local-bus; rental-car; ferry; local-bus; bus,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island); TransLink; Rider Express,1026.8,limited
Alert Bay,alert-bay,Gabriola Island,gabriola-island,270,TRUE,FALSE,2,2,0,,,,,,,"Ferry, city bus, rental car, city bus, then ferry.",5,ferry; local-bus; rental-car; local-bus; ferry,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island),362.9,limited
Alert Bay,alert-bay,Galiano Island,galiano-island,322,TRUE,FALSE,6,5,0,,,,,,,"Ferry, city bus, rental car, city bus, city bus, city bus, then ferry.",7,ferry; local-bus; rental-car; local-bus; local-bus; local-bus; ferry,BC Ferries; BC Transit; Budget,509.8,limited
Alert Bay,alert-bay,Gibsons,gibsons,278,TRUE,FALSE,3,3,0,,,,,,,"Ferry, city bus, rental car, ferry, then ferry.",5,ferry; local-bus; rental-car; ferry; ferry,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island),426.7,limited
Alert Bay,alert-bay,Golden,golden,702,TRUE,FALSE,5,5,0,,,,,,,"Ferry, city bus, rental car, ferry, city bus, then coach bus.",6,ferry; local-bus; rental-car; ferry; local-bus; bus,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island); TransLink; Rider Express,991.9,limited
Alert Bay,alert-bay,Haida Gwaii,haida-gwaii,457,TRUE,TRUE,1,1,1,4,ferry; local-bus; ferry; ferry,BC Ferries; BC Transit,654.4,limited,FALSE,"Ferry, city bus, ferry, then ferry.",4,ferry; local-bus; ferry; ferry,BC Ferries; BC Transit,654.4,limited
Alert Bay,alert-bay,Harrison Hot Springs,harrison-hot-springs,395,TRUE,FALSE,7,7,0,,,,,,,"Ferry, city bus, rental car, city bus, ferry, SkyTrain, city bus, then city bus.",8,ferry; local-bus; rental-car; local-bus; ferry; skytrain; local-bus; local-bus,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island); Hullo; TransLink,,limited
Alert Bay,alert-bay,Hope,hope,415,TRUE,FALSE,6,6,0,,,,,,,"Ferry, city bus, rental car, ferry, city bus, then coach bus.",6,ferry; local-bus; rental-car; ferry; local-bus; bus,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island); TransLink; Rider Express,562.2,limited
Alert Bay,alert-bay,Hornby Island,hornby-island,199,TRUE,FALSE,2,2,0,,,,,,,"Ferry, city bus, rental car, city bus, city bus, ferry, then ferry.",7,ferry; local-bus; rental-car; local-bus; local-bus; ferry; ferry,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island),307.2,limited
Alert Bay,alert-bay,Houston,houston,424,TRUE,TRUE,2,2,2,4,ferry; local-bus; ferry; intercity-train,BC Ferries; BC Transit; VIA Rail,824.7,limited,FALSE,"Ferry, city bus, ferry, then train.",4,ferry; local-bus; ferry; intercity-train,BC Ferries; BC Transit; VIA Rail,824.7,limited
Alert Bay,alert-bay,Kamloops,kamloops,465,TRUE,TRUE,7,7,2,5,ferry; local-bus; ferry; intercity-train; bus,BC Ferries; BC Transit; VIA Rail; Ebus,1541.5,limited,FALSE,"Ferry, city bus, rental car, ferry, city bus, then coach bus.",6,ferry; local-bus; rental-car; ferry; local-bus; bus,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island); TransLink; Rider Express,726.6,limited
Alert Bay,alert-bay,Kaslo,kaslo,716,TRUE,TRUE,4,4,1,7,ferry; local-bus; ferry; intercity-train; intercity-train; skytrain; bus,BC Ferries; BC Transit; VIA Rail; TransLink; Mountain Man Mike's,,limited,FALSE,"Ferry, city bus, rental car, ferry, city bus, then coach bus.",6,ferry; local-bus; rental-car; ferry; local-bus; bus,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island); TransLink; Mountain Man Mike's,996.5,limited
Alert Bay,alert-bay,Kelowna,kelowna,534,TRUE,TRUE,4,4,2,6,ferry; local-bus; ferry; intercity-train; bus; bus,BC Ferries; BC Transit; VIA Rail; Ebus,1729.8,limited,FALSE,"Ferry, city bus, rental car, ferry, SkyTrain, then coach bus.",6,ferry; local-bus; rental-car; ferry; skytrain; bus,BC Ferries; BC Transit; Budget; Hullo; TransLink; Ebus,,limited
Alert Bay,alert-bay,Keremeos,keremeos,531,TRUE,TRUE,5,5,1,7,ferry; local-bus; ferry; intercity-train; intercity-train; skytrain; bus,BC Ferries; BC Transit; VIA Rail; TransLink; Mountain Man Mike's,,limited,FALSE,"Ferry, city bus, rental car, ferry, city bus, then coach bus.",6,ferry; local-bus; rental-car; ferry; local-bus; bus,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island); TransLink; Mountain Man Mike's,726.9,limited
Alert Bay,alert-bay,Kimberley,kimberley,784,TRUE,TRUE,7,7,1,8,ferry; local-bus; ferry; intercity-train; bus; bus; bus; local-bus,BC Ferries; BC Transit; VIA Rail; Ebus; Mountain Man Mike's,2402.3,limited,FALSE,"Ferry, city bus, rental car, ferry, city bus, coach bus, coach bus, then city bus.",8,ferry; local-bus; rental-car; ferry; local-bus; bus; bus; local-bus,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island); TransLink; Mountain Man Mike's,1126.0,limited
Alert Bay,alert-bay,Ladysmith,ladysmith,285,TRUE,FALSE,2,2,0,,,,,,,"Ferry, city bus, rental car, city bus, then city bus.",5,ferry; local-bus; rental-car; local-bus; local-bus,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island),377.4,limited
Alert Bay,alert-bay,Lake Cowichan,lake-cowichan,285,TRUE,FALSE,2,2,0,,,,,,,"Ferry, city bus, rental car, city bus, city bus, then city bus.",6,ferry; local-bus; rental-car; local-bus; local-bus; local-bus,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island),430.4,limited
Alert Bay,alert-bay,Langford,langford,343,TRUE,FALSE,4,4,0,,,,,,,"Ferry, city bus, rental car, city bus, city bus, then city bus.",6,ferry; local-bus; rental-car; local-bus; local-bus; local-bus,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island),444.4,limited
Alert Bay,alert-bay,Langley,langley,348,TRUE,FALSE,5,5,0,,,,,,,"Ferry, city bus, rental car, city bus, ferry, SkyTrain, then city bus.",7,ferry; local-bus; rental-car; local-bus; ferry; skytrain; local-bus,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island); Hullo; TransLink,,limited
Alert Bay,alert-bay,Lund,lund,168,TRUE,FALSE,3,3,0,,,,,,,"Ferry, city bus, rental car, city bus, ferry, then city bus.",6,ferry; local-bus; rental-car; local-bus; ferry; local-bus,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island),324.0,limited; seasonal
Alert Bay,alert-bay,Maple Ridge,maple-ridge,346,TRUE,FALSE,4,4,0,,,,,,,"Ferry, city bus, rental car, city bus, ferry, SkyTrain, then city bus.",7,ferry; local-bus; rental-car; local-bus; ferry; skytrain; local-bus,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island); Hullo; TransLink,,limited
Alert Bay,alert-bay,Mayne Island,mayne-island,324,TRUE,FALSE,6,5,0,,,,,,,"Ferry, city bus, rental car, city bus, city bus, city bus, then ferry.",7,ferry; local-bus; rental-car; local-bus; local-bus; local-bus; ferry,BC Ferries; BC Transit; Budget,506.0,limited
Alert Bay,alert-bay,Merritt,merritt,439,TRUE,FALSE,5,5,0,,,,,,,"Ferry, city bus, rental car, ferry, city bus, then coach bus.",6,ferry; local-bus; rental-car; ferry; local-bus; bus,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island); TransLink; Rider Express,656.3,limited
Alert Bay,alert-bay,Mill Bay,mill-bay,324,TRUE,FALSE,2,2,0,,,,,,,"Ferry, city bus, rental car, city bus, city bus, then city bus.",6,ferry; local-bus; rental-car; local-bus; local-bus; local-bus,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island),420.9,limited
Alert Bay,alert-bay,Mission,mission,368,TRUE,FALSE,6,6,0,,,,,,,"Ferry, city bus, rental car, city bus, ferry, SkyTrain, city bus, then city bus.",8,ferry; local-bus; rental-car; local-bus; ferry; skytrain; local-bus; local-bus,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island); Hullo; TransLink,,limited
Alert Bay,alert-bay,Nanaimo,nanaimo,267,TRUE,FALSE,2,2,0,,,,,,,"Ferry, city bus, then rental car.",3,ferry; local-bus; rental-car,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island),356.9,limited
Alert Bay,alert-bay,Nelson,nelson,698,TRUE,TRUE,4,4,1,7,ferry; local-bus; ferry; intercity-train; intercity-train; skytrain; bus,BC Ferries; BC Transit; VIA Rail; TransLink; Mountain Man Mike's,,limited,FALSE,"Ferry, city bus, rental car, ferry, city bus, then coach bus.",6,ferry; local-bus; rental-car; ferry; local-bus; bus,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island); TransLink; Mountain Man Mike's,936.5,limited
Alert Bay,alert-bay,New Hazelton,new-hazelton,520,TRUE,TRUE,2,2,2,4,ferry; local-bus; ferry; intercity-train,BC Ferries; BC Transit; VIA Rail,712.2,limited,FALSE,"Ferry, city bus, ferry, then train.",4,ferry; local-bus; ferry; intercity-train,BC Ferries; BC Transit; VIA Rail,712.2,limited
Alert Bay,alert-bay,New Westminster,new-westminster,326,TRUE,FALSE,4,4,0,,,,,,,"Ferry, city bus, rental car, city bus, ferry, then SkyTrain.",6,ferry; local-bus; rental-car; local-bus; ferry; skytrain,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island); Hullo; TransLink,,limited
Alert Bay,alert-bay,North Cowichan (Chemainus & Crofton),north-cowichan,296,TRUE,FALSE,3,3,0,,,,,,,"Ferry, city bus, rental car, city bus, city bus, then city bus.",6,ferry; local-bus; rental-car; local-bus; local-bus; local-bus,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island),422.7,limited
